Unnamed: 0	Unnamed: 1	Unnamed: 2	Основное	Unnamed: 4	Финансовая Помощь	Сроки	Unnamed: 7	Unnamed: 8	Unnamed: 9	Требования	Unnamed: 11	Unnamed: 12	Unnamed: 13	Unnamed: 14	Дополнительно	Unnamed: 16	Unnamed: 17	Unnamed: 18	Unnamed: 19	Unnamed: 20
90.0	Hansung University	Seoul 	5 700 – 7 800 USD в год		"
TOPIK Level 6: 100% tuition waiver (first semester only).  
TOPIK Level 5: 80% waiver.  
TOPIK Level 4: 50% waiver.  
TOPIK Level 3: 30% waiver.  
Hansung Korean Language Course Graduates: 50% waiver (must complete 1 year/4 semesters)"	14 апреля- 2 мая	9 - 20 июня											82		"
•  Korean Language & Culture Education
•  Global K Business
•  Media & Entertainment (включая Time based Media)
•  Fashion Beauty Creation
•  SW Convergence (софт инжиниринг, цифровая конвергенция)
"
91.0	Seokyeong University	Seoul	 8 300–11 600 USD		"Admission Scholarships: 30% to 60% tuition waiver for first semester for international students

Academic Scholarships: 10% to 80% tuition waiver for subsequent semesters based on academic
 performance

Special Scholarships for Chinese and Korean Students: 50% to 100% tuition waiver at admission;
 10% to 20% academic scholarships"	12 мая – 30 мая 2025				IELTS 5.5-6.0								83		"International Business Language                                                                                                                                                  •  Korean Language & Literature
•  International Business Language (двухъязычная программа — английский + дополнительный язык: японский, китайский, русский или французский)
•  Philosophy
•  Child Studies
•  Public Human Resources (Law / Public Administration)
•  Economics and Finance
•  Business Administration
•  Global Business Administration (двухдипломная программа совместно с SNHU, США — первые два года на английском, затем профильные курсы на английском)
•  Military Studies
"
92.0	Semyung University		4426-5572		"Undergraduate Program - 30% Waiver of Tuition
ACE Global Scholarship Program - 100% waiver of Tuition and Housing Fee
Master's / Doctoral Program - 50% of Tuition - 2 years
Korean Government Scholarship Program(Bachelor's Degree) - 100% waiver of Tuition, allowance, Insurance, Round-trip ticket and Housing Free"	September 23 to October 25, 2024	February 5 to March 31, 2025											159		"Business Administration
Tourism
International Trade
Hospitality and Tourism Management
Computer Science / Software Engineering
Nursing"
93.0	Woosong University		$3,840-$12,334		"Scholarships are granted on a case-by-case basis depending on the applicant’s English level, academic standing, and extracurricular activities. Admission scholarships are evaluated and determined during the application process. Admission scholarships are given for your first semester and applied to tuition only. Undergraduate admission scholarships typically range from 30% 70% of the cost of tuition, while eligible graduate students can receive admission scholarships of 30% of tuition.

After your first semester, students are eligible for a Merit Scholarship.

Merit Scholarships are available after your first semester and range from 30% to 100%. For Woosong Main Campus Graduate School Program, merit-based scholarships range from 20% to 30%. Both international and Korean students enrolled in our international programs are held to the same academic standards where all applicants must meet the following requirements to qualify for a merit-based scholarship:

Earn the minimum required credits over the previous semester
at least 15 credit hours for Bachelors & at least 9 credit hours for Masters and Ph.D. (MBA 12 credit hours)
Receive no “F” letter grades
All merit-based scholarships are determined by a students’ GPA (previous semester Grade Point Average) or their CGPA (Cumulative Grade Point Average of all semesters), whichever is higher. Merit-Based scholarships are computed and applied to tuition automatically."	"Spring Intake: January 10

Fall Intake: July 11"												85		"Business Administration (BBA)
Global Management
Hotel Management
K-Pop Arts Management
AI & Big Data
Artificial intelligence
IDegree
Global Interdisciplinary Studies
K-Beauty Design
Media and Communication Arts
Culinary Arts
Restaurant and Entrepreneurship
Global Railroad"
94.0	Daejin University		4750		"Скидка за 1 семестр обучения на англ трек - 50% для всех студентов

Starting from Second semester,
Scholarship shall depend on the
grade(GPA) of previous semester.
Scholarship ranges from 10% to
100%"		"Осень 2025: подача заявлений 
до 31 мая 2025 года; 
начало семестра — 1 сентября 2025 года."											93		"

College of Global Industry and Commerce:
Business Administration
"
95.0	University of Science and Technology Korea	Daejeon	2 000USD				16 апреля-7 мая 2025г.											87		"•  Mechanical Engineering
•  Electrical Engineering
•  Civil Engineering
•  Chemical Engineering
•  Computer Science and Engineering
•  Materials Science and Engineering
•  Environmental Engineering
•  Nanotechnology
•  Energy Engineering
•  Biomedical Engineering
•  Physics
•  Chemistry
•  Life Sciences / Biotechnology
•  Robotics Engineering
•  Information and Communication Engineering
•  Nuclear Engineering
•  Industrial Engineering
"
96.0	Kangnam University	Gangnam-ro	от 6000 USD в год		"English-language programs require at least 80 TOEFL or 6.0 IELTS (less often 5.5). To study in Korean, 
you need TOPIC level 3 or higher. Later, to graduate from the university, the student will need to 
demonstrate at least level 4.
IELTS 5.5 — для учебы на английском"	конец октября — начало ноября	Осенний семестр (сентябрь)											88		"•  Department of English Language and Literature
•  Department of Korean Language and Literature
•  Department of Library and Information Science
•  Department of Philosophy
•  Department of Theology
•  Department of International Studies
•  Department of International Trade
•  Department of Business Administration
•  Department of International Trade
•  Department of Economics
•  Department of Tax Administration
"
97.0	CHA University	Pocheon	"CHA Premium Scholarship: Полное освобождение от оплаты обучения и поддержка на проживание (необходим средний балл GPA 3.5 и выше).

TOPIK Level 4: 50% скидка на обучение в первом семестре.

TOPIK Level 5: 70% скидка на обучение в первом семестре.

TOPIK Level 6: Полное освобождение от оплаты обучения в первом семестре.

Дополнительные скидки: В зависимости от академической успеваемости в последующих семестрах."			сентябрь — ноябрь	май — июнь									admissions@cha.ac.kr		89		"Nursing Practice English

Global Nursing Simulation

International Nursing

Global Nursing Simulation"
98.0	The University of Suwon	Hwaseong	4 641 USD в год		"1. Admission Scholarship
Scholarship Type: Partial Funding
Degrees Offered : Bachelor's
Scholarship Coverage: 20% to 60% of tuition fees"		нет осеннего			IELTS ≥ 5.5, TOEFL ≥ 80								90		"Bachelor of Arts in Innovation & Entrepreneurship                                                                                                                  Division of Interdisciplinary Studies (English Track)
•	Innovation & Entrepreneurship
Humanities & Area Studies
•	English Language & Literature
•	French Language & Literature
•	Russian Language & Literature (Area Studies)
•	Japanese Language & Literature
•	Chinese Language & Literature
•	Interdisciplinary Studies (BA in Interdisciplinary Studies) i
Law, Governance & International Affairs
•	Law
•	Public Administration
•	International Development Cooperation
•	Economics & Finance
•	Business Administration
•	Accounting
•	Global Business
•	Hotel Management / Tourism Management / Restaurant Management


"
99.0	Kosin University	Busan	≈ 4 300–4 400 USD /год		Kosin University may offer scholarships and financial aid to international students based  academic merit, financial need, or other criteria. It's important for prospective students to inquire	начало марта	в сентябре			TOEFL или IELTS (минимум B2 / IELTS ≥ 5.5–6.0 / TOEFL ≥ 71								91		"Theology
Medicine (Premedicine, Biomedical Science)
Nursing
Psychology
Social Work
IT Business, Visual Design, Advertising and Public Relations, Chemistry & Advanced Materials и др.  .•  Advertising and Publicity
•  Arts and Humanities
•  Child Care and Development
•  Chinese
•  Computer Science
•  English
•  Health Administration
•  Information Sciences
•  Literature
•  Mathematics and Computer Science
•  Media Studies
•  Public Relations
•  Rehabilitation and Therapy
•  Social Welfare

"
100.0	Woosuk University	Wanju‑gun	$5,800–$8,800 USD		"1. Woosuk Scholarship
Scholarship Type: Partial Funding
Degrees Offered : Bachelor's, Master's, and PhD
Scholarship Coverage: 20% to 60% of tuition fees"	1 сентября по 30 ноября предыдущего года	3-10 января 2025г			IELTS: 5.5 – 6.0								93		"Hospitality Management
Digital Media & Communication
Engineering in Technology Studies
Restaurant & Entrepreneurship, Culinary Arts
Artificial Intelligence, Cognitive Science & Data Science
**Business Administration (AACSB)                                                                                                                                                                             College of Engineering and Technology:
•	Mechanical Engineering
•	Electrical Engineering
•	Civil Engineering
•	Computer Engineering
•	Environmental Engineering
•	Architectural Engineering
College of Natural Sciences:
•	Applied Chemistry
•	Biology
•	Food Science and Technology
•	Environmental Science
College of Humanities and Social Sciences:
•	Business Administration
•	International Trade
•	English Language and Literature
•	Korean Language and Literature
•	Media and Communication
•	Tourism Management
"
101.0	Gangneung-Wonju National University	Gangneung/ Wonju	≈ 1 338 USD / 2 091 USD		"Gwangju University is making its greatest effort to ensure that students have opportunities
to receive  many forms of scholarships. A student with TOPIK                                                                                                                            TOPIK уровень 5 и выше
— Полное освобождение от платы за обучение (100% стипендия).

TOPIK уровень 4
— Скидка 80% на оплату обучения.

TOPIK уровень 2
— Скидка 20% на оплату обучения."	середина января	"	середина июля"			"IELTS: Минимум 5.5

TOEFL iBT: Минимум 71"								95		"•	Department of Korean Language and Literature
•	Department of English Language and Literature
•	Department of German Language and Literature
•	Department of Chinese Language and Literature
•	Department of Japanology
•	Department of Philosophy
•	Department of History
•	Division of Teacher 
🧑‍💼 College of Social Sciences (Факультет социальных наук)
•	Department of Business Administration
•	Department of Accounting
•	Department of Tourism Management
•	Department of Economics
•	Department of International Trade
•	Department of International Commerce and Area Studies
•	Department of Urban Planning and Real Estate
•	Department of Law
•	Department of Local Government Administration

"
102.0	Korea National University of Education	Cheongju	2 460–3 340 долларов США в год		"Name: GlobalScholarships.com $3,000 Scholarship
Eligibility: International students planning to pursue their studies outside their home country.
Scholarship Value: $3,000
Application Deadline: May 31st, 2026"													96		"Korean Language Education
Ethics Education
Geography Education
Computer Education
Biology Education
Music Education
Fine Arts Education
Early Childhood Education"
103.0	Dongyang University	Yeongju	4 000 000 вон		"TOPIK 2 — скидка 20%

TOPIK 3 — скидка 30%

TOPIK 4–6 — скидка 40%
Стоимость после скидки:

Инженерные специальности: базовая плата 3 320 000 KRW, скидки 664 000 / 996 000 / 1 328 000 KRW соответственно 


Гуманитарные и социальные науки: базовая плата 3 030 000 KRW, скидки 606 000 / 909 000 / 1 212 000 KRW"	сентябрь 2025	октябрь 2025			5.5 – 6.0								97		"Division of Global Leadership
Public Administration
Media and Communication
Faculty of Business Administration
Economics
Management              
BBA in Accounting & Auditing	
B.Tech in Electrical Engineering                                                                                                 International Commerce and English                                                                                                  Business Administration, Management, Marketing, Hotel & Tourism, Information Technology"
104.0	Tech University of Korea	Siheung	~ 2,280 USD ≈ 6,260 USD в год		"TOPIK 6 / TOEFL iBT 105 / IELTS 8.0 → 50 % скидка

TOPIK 5 / TOEFL iBT 90 / IELTS 7.0 → 40 % скидка

TOPIK 4 / TOEFL iBT 85 / IELTS 6.0 → 30 % скидка

TOPIK 3 / TOEFL iBT 80 / IELTS 5.5 → 20 % скидка"	Конец октября – начало ноября (примерно 25 окт – 5 нояб)	Конец февраля – начало марта (примерно 25 фев – 10 марта)			Английский — минимум IELTS 5.5 или TOEFL iBT 80								98		"Global Business Administration	 
Global Korean Studies	 
Tech Management & Innovation	 
Artificial Intelligence (AI) & Computer Engineering	 
Mechanical Engineering	 
Automotive Engineering 
Electrical Engineering	 
Industrial Engineering	 
Culture Design"
105.0	Konyang University	Namyangju/Cheongju	от 6,500 до 7,100 USD		"Уровень TOPIK        Размер скидки на обучение
TOPIK 3                             50% скидка
TOPIK 4                              70% скидка
TOPIK 5 или 6                    80% скидка"	Ориентировочно октябрь — ноябрь	"Февраль — март	"	       Май — июнь		для английских программ — IELTS 5.5 / TOEFL iBT 80 минимум								99		"Medicine	 
Pharmacy	 
Nursing	 
Business Administration	 
Computer Science & Engineering	 
Mechanical Engineering	 
Electrical Engineering	 
Information Technology	 
Environmental Engineering	 
Social Welfare	 
Psychology	 
Architecture	 
Design"
106.0	Mokwon University	Daejeon	4,900–6,200 USD в год		"TOPIK 3 → 20 %, TOPIK 4 → 30 %, TOPIK 5 → 40 %,

При GPA ≥ 2.5 + TOPIK 4 → 40 %, GPA ≥ 3.5 + TOPIK 5 → до 65 %"	"Уровень обучения	                Срок подачи заявок
Бакалавриат (осень 2025)	15 июля 2025 года
Бакалавриат (весна 2026)	15 ноября 2025 года"												100		"Global Business English Major (в рамках Department of Global Communication)  

Global Cultural Contents Major (в рамках Department of Global Communication)  
Department of English Education  
Department of English Language and Literature                                                                                                                                  Korean Language and Literature  
English Language and Literature  
History 
Sociology  
Psychology  
Mathematics  
Physics  
Chemistry  
Biology  
Mechanical Engineering  
Electrical Engineering  
Computer Science  
Business Administration  
Accounting  
Theology "
107.0	Hanseo University	Seosan	$6,400–$8,700 в год.		"Academic Excellence Scholarship — скидка от 30% до 70% за высокие академические результаты.

Language Proficiency Scholarship — скидки для студентов с высоким уровнем владения корейским языком (TOPIK) или английским (IELTS/TOEFL).

Need-Based Scholarship — помощь студентам с финансовыми трудностями."	До 30 июня 2025 года	До 30 ноября 2025 года			не ниже IELTS 5.5 или TOEFL iBT 80.								101		"Aeronautical Industrial Engineering

Bachelor in Air Transportation and Logistics

Helicopter Control                                                                                                                                                School of Aviation Multidisciplinary
Department of Foreign Languages & International Cooperation
Aviation-related Majors
Aerospace Software Engineering и Avionics Engineering
International Graduate School of Art & Design
Animation, Fashion Design и Film & Theatre"
108.0	Korea Nazarene University	Cheonan	$3,600 – $4,600 USD		"100 % освобождения при TOPIK 6 или TOEFL iBT 115 и выше;

70 % при TOPIK 4–5 или низших языковых баллах;

30 % при TOPIK 2 и ниже"	Заявки принимаются: примерно до октября–ноября предыдущего года	Заявки принимаются: примерно до май–июнь			TOEFL 530, IELTS 5.5								102		"Liberal Arts, 
Teacher Training,
 Natural Science, 
Arts & Physical Fitness                                                                                                                                                                                    
International Business Management (IBM) 
International Finance & Real Estate  
Business Administration  
AI Software 
Information and Communication Security  
Multimedia Content 
Visual Image Design  
Nursing  
Physical Therapy 
Emergency Medical Service & Rescue 
Emergency Medical Technology 
Communication Disorders 
Counseling Psychology 
Child Studies 
Contemporary Music 
Piano 
Orchestra 
Taekwondo "
109.0	Chongshin University	Dongjak-gu, Seoul	примерно $11,000 – $14,700 USD			с октября по декабрь	с мая по июль			6.0								103		"Theology / Divinity  

Christian Studies 

International Studies / Global Studies  

English Language & Literature  "
110.0	Sangji University	Wonju	$5,800 – $7,700 USD в год.		"Название стипендии	Условия	    Размер скидки / помощи
International Student Scholarship B	 Иностранные студенты, новоприбывшие и продолжающие обучение	                                                      При поступлении — до 40% от стоимости обучения; для текущих студентов — дифференцированно по успеваемости 
 
Scholarship A (exchange students)	Студенты по обмену из вузов-партнёров	                                                                                                                                             Частичная оплата обучения согласно соглашению 
                                                                                                                                                                                                                                   Scholarship C (nomination)	Иностранные студенты, рекомендованные президентом партнёрского университета	                                                        Регистрация полностью освобождена, обучение — 60% скидка (при GPA ≥ 70 %) 
 
Overseas Residents	Иностранные жители, GPA ≥ 80 % предыдущего семестра	25% скидка на обучение "													104		"B.Sc. in Life Science  
B.Sc. in Forensic Science 
Department of Business Administration
Department of International Business
Department of Real Estate Studies
Department of Tourism Management / Hotel & Aviation Management
College of Health Science
Nursing
Physical Therapy
Clinical Pathology
Occupational Therapy
Food & Nutrition
Healthcare Management
Pharmaceutical Engineering"
111.0	Seowon University	Cheongju	$5 700 – $7 200 USD			Сентябрь – ноябрь 2025				обычно IELTS ≥ 5.5 или TOEFL iBT ~ 71								105		"Global Hospitality Management

Global International Business

Global Engineering Studies (например, IT, Mechanical Design)"
112.0	Baekseok University	Cheonan	~ 11 550 USD		"International Students Scholarship	
Новые иностранные бакалавры/магистры	50% от обучения (каждый семестр)"	Подача заявок обычно проходит с сентября по ноябрь	Подача заявок обычно проходит с мая по июнь											106		"Business Administration
International Business
Computer Science / Information Technology
Hospitlity and Tourism Management
Early Childhood Education
Social Welfare
Nursing (частично на английском)
English Language and Literature
Media and Communication
Music (вокал, инструментальное исполнение)
Christian Studies / Theology"
113.0	Andong National University	Andong	~ 3 000 – 4 300 USD		"International Students Scholarship
Скидка на обучение для новых иностранных студентов, обычно покрывает от 30% до 50% стоимости обучения в зависимости от успеваемости и программы.
Стипендия присуждается автоматически или по заявке при поступлении."	2025-06-30 00:00:00	2025-11-30 00:00:00			IELTS 5.5–6.0 или TOEFL iBT 70+								107		"Korean Language and Literature
English Language and Literature
History
Economics
Sociology
Business Administration
Computer Science and Engineering
Mechanical Engineering
Civil Engineering
Biology
Chemistry
Education"
114.0	Dongshin University	Naju	от $4,150 до $5,500 в год.		" Стипендия за знание английского языка (для бакалавров):

40% скидка на обучение при IELTS 5.5 или эквиваленте.

70% скидка при IELTS 7.0 или эквиваленте. 

2. Стипендия за знание корейского языка (для бакалавров):

30% скидка при TOPIK 2.

100% скидка на первый семестр и 80% на последующие при TOPIK 6. "	с 9 мая по 16 мая 2025 года	с 16 мая по 16 июня 2025 года			IELTS 5.5 or TOEFL iBT 60 (varies by program)								108		"College of Humanities and Social Sciences:
Korean Language and Literature
English Language and Literature
Psychology
Social Welfare
College of Business and Economics:
Business Administration
Economics
Marketing
College of Engineering:
Computer Science and Engineering
Electrical Engineering
Mechanical Engineering
College of Natural Sciences:
Environmental Science
Biotechnology
College of Arts and Physical Education:
Music
Sports Science
College of Health Sciences:
Nursing
Physical Therapy"
115.0	Dongduk Women's University	Seoul	от $2,315 до $3,385		"GPA 4.0 и выше: 100% скидка на обучение (полное покрытие).

GPA 3.5 – 3.99: 70% скидка.

GPA 3.0 – 3.49: 50% скидка.

GPA 2.5 – 2.99: 30% скидка."	с 9 мая по 16 мая 2025 года	с 30 мая по 13 июня 2025 года			IELTS 5.5 or equivalent is needed for programs taught in English.								109		"Korean Language and Literature
English Language and Literature
History
Philosophy
College of Social Sciences
Social Welfare
Psychology
Sociology
Child and Family Studies
College of Business and Economics
Business Administration
Economics
International Trade
College of Natural Sciences
Mathematics
Computer Science
College of Arts and Physical Education
Music
Fine Arts
Physical Education
College of Engineering
Digital Media
Food Science and Nutrition

College of Health Sciences

Nursing

Occupational Therapy"
116.0	Catholic Kwandong University	Gangneung	от $4,800 до $9,700		"TOPIK 3: 40% скидка на обучение.

TOPIK 4: 60% скидка на обучение.

TOPIK 5: 80% скидка на обучение.

TOPIK 6: 100% скидка на обучение.

Примечание: Скидки распространяются только на стоимость обучения и не включают вступительный взнос."	Early November to Late November		December to January										110		"Korean Language and Literature
English Language and Literature
Historу
Social Welfare
Psychology
College of Business Administration
Business Administration
International Trade
Accounting
College of Engineering and IT
Computer Science and Engineering
Electrical Engineering
Mechanical Engineering
College of Health Sciences
Nursing
Physical Therapy
Clinical Laboratory Science
College of Natural Sciences
Environmental Science
Biotechnology"
117.0	Eulji University	Seongnam City	~ $5,000–7,500 USD/year		TOPIK levels 4–6 may qualify for significant tuition reduction (50%–100% first semester) depending on university norms	September to November		May to June										111		"College of Nursing

Department of Medicine (pre-med & graduate medical school)

College of Health Sciences: Dentistry, emergency medicine, radiological science, biomedical engineering, physical therapy, cosmetic medicine

College of Health Industry: Nutrition, environmental safety, medical information technology, marketing and management, early childhood education, mortuary science, addiction and social services

Department of Liberal Arts for general education and support"
118.0	Hanshin University	Osan City	$5,900 – $7,100 per year		"1. TOPIK-Based Scholarship (first semester only)
TOPIK Level 6: 100% tuition waiver
Level 5: ₩2.5 million waiver

Level 4: ₩2.2 million waiver

Level 3: ₩1.8 million waiver

TOPIK Level 2 or below: ₩1 million waiver 

2. GPA Scholarship (recurring support)
GPA 4.5: 100% tuition waiver

GPA above 4.0: ₩1.8 million support

GPA above 3.5: ₩1.0 million support

GPA above 3.0: ₩0.8 million support "	September through December	March through July											112		"College of Theology (e.g. Theology, Christian Education)

College of Humanities (e.g. Korean & English Literature, History, Philosophy, Creative Writing, Philosophy, Digital/Visual Culture Contents)

College of Korean‑Chinese Cultural Industries (Chinese Culture and Art Studies, IT Contents)

College of Social Science (Economics, Sociology, International Relations, Advertising/PR, etc.)

College of Human Service (Social Welfare, Rehabilitation, Psychology & Child Care, Adapted Physical Education)

College of Global Cooperation (Business Administration, IT Business, Global Business, Chinese Studies, Japanese Studies, International Economics)

College of Information Technology (Applied Statistics, Financial Mathematics, Computer Engineering, Information & Telecommunications)"
119.0	Namseoul University	Cheonan	≈ $4,600–$5,800 USD/year		"TOPIK Level 5: 50% tuition waiver

Level 4: 40% waiver

Level 3: 30% waiver
These discounts apply automatically with admission—no separate application required"	September to November	May to July			"Korean: TOPIK Level 3 or above (Level 4 for Nursing major)

English (for programs in English tracks): IELTS ≥ 5.5 or TOEFL iBT ≥ 71 (Master’s may require TOEFL ≥ 80)"								113		"Engineering & Technology: Electronic Engineering, Computer Science, Information & Communication Engineering, Architecture, Industrial Engineering, Multimedia

Business & Public Administration: Business Administration, International Trade, Marketing, Real Estate, Hotel & Tourism Management, Taxation

Health & Welfare: Nursing, Physical Therapy, Clinical Pathology, Health Administration, Emergency Medical Technology, Dental Hygiene

Humanities & Social Sciences: English, Japanese, Chinese, Social Welfare, Elderly Welfare, Child Welfare"
120.0	Youngsan University	Yangsan City	~$3,800–5,000 USD		"TOPIK (Korean proficiency) based entry scholarship:

TOPIK Level 4 or higher: 50% tuition waiver

TOPIK Level 3: 30% waiver

Alternatively: English track students may qualify with IELTS or TOEFL scores:

IELTS 5.5 / TOEFL iBT 71: 30% waiver

IELTS 6.0 / TOEFL iBT 76: 40% waiver

IELTS 6.5 / TOEFL iBT 81: 50% waiver"	September to November	May to June			IELTS ≥ 5.5 or TOEFL iBT ≥ 71								114		"Hospitality & Tourism Management (Bachelor of Tourism / BHTM)

Exhibition & Convention Tourism, Hotel, Global Tour Plan – part of Hotel & Tourism Management

Korea Business, International Business Law – within Global Studies school

Computer Software, AI/Computer Engineering, Cyber Security, Drone/Transportation Engineering – some engineering programs offer English‑media instruction

Culinary Arts programs (Asian/Wester/Korean cuisine, Bakery & Beverages) also have English‑mediated tracks"
121.0	Hankyong National University	Anseong	about $3,400 USD/year			January 23, 2025												115		"Bachelor of Engineering – This program is delivered entirely in English and is available to international students.

Bachelor of IT – Offered in English, this program focuses on information technology and is also available to international students. 


Bachelor of Veterinary Medicine – This program is taught in English and is available to international students.

Bachelor of Medicine and Surgery (MBBS) – This program is delivered in English and is available to international students."
122.0	Joongbu University (as of 2022)	Geumsan/Goyang	$1,420 USD-- $1,960 USD		"Scholarship for Academic Excellence: for students with a high Grade Point Average (GPA).

Scholarship for Korean Language Proficiency: based on the level of TOPIK certification.

Scholarship for English Language Proficiency: for students with TOEFL scores of 550 or equivalent international certificates."	24 January - 28 January												116		Only International Trade & Business
123.0	Daejeon University	Daejeon	$2,600–$3,000 USD		"Scholarship for Academic Excellence:

40% tuition fee waiver for students with a GPA of 4.00 and above (90 points and above).

35% tuition fee waiver for GPA from 3.00 to 3.99 (80 to less than 90 points).

30% tuition fee waiver for GPA below 3.00 (less than 80 points).


Scholarship for Korean Language Proficiency (TOPIK):

15% tuition fee waiver for students with TOPIK level 5 or higher.

10% tuition fee waiver for TOPIK level 4."	прием осуществляется каждый сентябрь. Период подачи заявок: декабрь — февраль.												117		"Medicine  

Natural Sciences  

Engineering 

Humanities and Social Sciences 

Business Administration "
124.0	Anyang University	Anyang	от $3,000 до $7,000 USD в год.															118		"Business Manager
Mechanical Engineer
Computer Programmer / Software Developer
Electrical Engineer
Nurse
Teacher / Educator
Social Worker
Graphic Designer
Marketing Specialist
Interpreter / Translator
Environmental Scientist
Tourism Manager
Human Resources Specialist
Public Relations Officer
Finance Analyst"
125.0	Tongmyung University	Busan	≈ 2,976 USD за семестр		"Scholarship A: 50% tuition discount for students with TOPIK level 6 or equivalent scores: IELTS 8.0, TOEFL iBT 105, TEPS 800.

Scholarship B: 40% tuition discount for students with TOPIK level 5 or equivalent scores: IELTS 7.0, TOEFL iBT 90, TEPS 700.

Scholarship C: 30% tuition discount for students with TOPIK level 4 or equivalent scores: IELTS 6.0, TOEFL iBT 85, TEPS 650.

Scholarship D: 20% tuition discount for students with TOPIK level 3 or equivalent scores: IELTS 5.5, TOEFL iBT 80, TEPS 600."													119		"Mechanical Engineer
Electrical Engineer
Civil Engineer
Computer Scientist / Software Developer
Graphic Designer
Industrial Designer
Business Analyst
Marketing Specialist
International Relations Officer
Translator / Interpreter
Environmental Scientist
Social Worker
Nurse

Educator / Teacher

Tourism Manager"
126.0	Presbyterian University and Theological Seminary	Seoul	~16,800 USD															120		"Pastor
Missionary
Youth Ministry Leader
Theology Professor
Christian Educator
Church Administrator
Biblical Counselor
Worship Leader
Church Music Director
Chaplain (Hospital / Military / School)
Non-Profit Organization Worker
Religious Studies Researcher
Community Outreach Coordinator
Interpreter / Translator for Religious Texts

Christian Author or Speaker"
127.0	Daegu Haany University	Gyeongsan	~$5,775–~$7,100		"TOPIK Level (or equivalent test)        Scholarship First Semester
TOPIK 5 or above                                  100% tuition waiver
TOPIK 4 or equivalent                           70% waiver
TOPIK 3                                                    50% waiver
TOPIK 2 or equivalent (TOEFL/IELTS/TEPS)        30% waiver
Additionally, holders of TOPIK Level 6 receive a one-time grant of 1,500,000 KRW (~$1,260 USD); Level 5 holders get 1,000,000 KRW (~$840 USD).                                                                                                                                                                                                                     ✅ Scholarships for Continuing Semesters (Renewable)
GPA Range	Tuition Waiver Starting Second Semester
GPA ≥ 4.3	100% waiver
GPA 4.0–4.3	80% waiver
GPA 3.0–4.0	50% waiver
GPA 2.5–3.0	40% waiver"	September to November	May to June											121		"College of Oriental Medicine
Traditional Eastern Medicine
Nursing 
World Higher Education Database
College of Health and Rehabilitation
Offers disciplines such as:
Physical Therapy
Health Sciences
Occupational Therapy
Safety Engineering
Rehabilitation and Therapy
Sports Medicine
Psychology
Laboratory Techniques
Environmental Management 
World Higher Education Database
College of Herbal Bio-industry
Biomedical Engineering
Biotechnology
Pharmaceutical Engineering
Food Science & Nutrition

Cosmetology

Botany

Traditional Eastern Medicine Technologies"
128.0	Sungkyul University	Anyang	$4,000–4,500 per year.		"1.        Admission Scholarship

        •        TOPIK Level 5 or above: 50% tuition and enrollment fee waiver
        •        TOPIK Level 4: 40% tuition and enrollment fee waiver
        •        TOPIK Level 3: 30% tuition and enrollment fee waiver

        2.        Academic Scholarship (for 2nd to 8th semester)

        •        GPA 4.0 or above: 60% tuition waiver
        •        GPA 3.5 or above: 50% tuition waiver
        •        GPA 3.0 or above: 30% tuition waiver
        •        GPA 2.8 or above: 20% tuition waiver

        3.        Additional Benefit

        •        Students who complete over 2 semesters (level 3 or 4) in Sungkyul University’s Korean language program receive a 50% discount on the enrollment fee."		с 2 декабря 2024 по 22 декабря 2024											122		"1.        Business Administration
        2.        Computer Science
        3.        English Language and Literature
        4.        International Studies
        5.        Social Welfare                 

Division of Theology
Korean Language & Literature
English Language & Literature
Japanese Language & Literature
Chinese Language & Literature
International Development Cooperation
Social Welfare
Public Administration
Tourism Development
Business Administration
East Asian Studies & Logistics
Industrial Management Engineering"
129.0	Honam University	Gwangju	$2,900–4,100 USD/year		"TOPIK-Based Entrance Scholarships (First Semester Only)

TOPIK Level	Tuition Discount
Level 3	30%
Level 4	50%
Level 5	60%
Level 6	70%

Students who complete 6 months (>400 hrs) at Honam’s Korean Language Institute may qualify for enhanced scholarship tiers (e.g. TOPIK 3 → 60%). Additional 10% discount available for King Sejong Institute alumni."	с октября по декабрь	с апреля по июнь											123		"Korean Language and Literature
English Language and Literature
Japanese Language and Literature
Chinese Language and Literature
Law
Journalism and Mass Communication
Public Administration
Social Welfare
2. College of Business Administration
Business Administration
Hotel and Tourism Management
International Business
Economics
Air Transport and Logistics
Art Management
3. College of Engineering
Architecture
Civil and Environmental Engineering
Computer Engineering
Information Technology and Software
Telecommunications
Landscape Architecture"
130.0	Sungkonghoe University	Seoul	$3,000 USD		"First Semester Scholarships
International students may receive scholarships based on their English proficiency:

IELTS 5.5: 40% tuition fee waiver

IELTS 6.0 or higher: Full tuition fee waiver (some selections) 


Subsequent Semester Scholarships
From the second semester onward, scholarships are awarded based on academic performance:
skhu.ac.kr

GPA 4.3 or higher: Full tuition fee waiver

GPA 4.0 or higher: 70% tuition fee waiver

GPA 3.8 or higher: 50% tuition fee waiver

GPA 3.5 or higher: 20% tuition fee waiver

GPA 3.0 or higher: 10% tuition fee waiver"	September to November	May to June											124		"Business & Economics
Business Manager
Marketing Specialist
International Trade Coordinator
Finance Analyst
                                                                                                                                                        Computer Science & IT
Software Developer
Data Engineer / Data Analyst
Artificial Intelligence (AI) Engineer
IT Consultant
Systems Administrator"
131.0	Sehan University																	125		
